repneed,repseats,demneed,demseats
52.259163,264,51.781723,262
52.259163,264,51.857525,262
52.259163,265,51.857525,263
52.259163,265,51.857525,263
52.259163,266,51.857525,264
52.296795,266,51.933331,264
52.296795,267,51.933331,265
52.306202,267,51.990196,265
52.306202,268,51.990196,266
52.315613,268,51.990196,266
52.315613,269,51.990196,267
52.315613,269,52.009151,267
52.315613,270,52.009151,268
52.381458,270,52.009151,268
52.381458,271,52.009151,269
52.419083,271,52.037586,269
52.419083,272,52.037586,270
52.437897,272,52.08498,270
52.437897,273,52.08498,271
52.456707,273,52.122898,271
52.456707,274,52.122898,272
52.475513,274,52.179779,272
52.475513,275,52.179779,273
52.513134,275,52.236668,273
52.513134,276,52.236668,274
52.550747,276,52.25563,274
52.550747,277,52.25563,275
52.597763,277,52.369427,275
52.597763,278,52.369427,276
52.635376,278,52.416847,276
52.635376,279,52.416847,277
52.654179,279,52.492729,277
52.654179,280,52.492729,278
52.710587,280,52.521187,278
52.710587,281,52.521187,279
52.738789,281,52.521187,279
52.738789,282,52.521187,280
52.766991,282,52.530674,280
52.766991,283,52.530674,281
52.795189,283,52.597084,281
52.795189,284,52.597084,282
52.832787,284,52.635036,282
52.832787,285,52.635036,283
52.926769,285,52.644524,283
52.926769,286,52.644524,284
52.964355,286,52.691967,284
52.964355,287,52.691967,285
52.992546,287,52.720436,285
52.992546,288,52.720436,286
53.011337,288,52.720436,286
53.011337,289,52.720436,287
53.039528,289,52.748905,287
53.039528,290,52.748905,288
53.058315,290,52.796356,288
53.058315,291,52.796356,289
53.086502,291,52.929241,289
53.086502,292,52.929241,290
53.095898,292,52.938736,290
53.095898,293,52.938736,291
53.095898,293,52.938736,291
53.095898,294,52.938736,292
53.124081,294,52.986202,292
53.124081,295,52.986202,293
53.152264,295,53.033676,293
53.152264,296,53.033676,294
53.19923,296,53.06216,294
53.19923,297,53.06216,295
53.321323,297,53.06216,295
53.321323,298,53.06216,296
53.330715,298,53.08115,296
53.330715,299,53.08115,297
53.340107,299,53.090645,297
53.340107,300,53.090645,298
53.349495,300,53.138126,298
53.349495,301,53.138126,299
53.452782,301,53.147621,299
53.452782,302,53.147621,300
53.471558,302,53.195107,300
53.471558,303,53.195107,301
53.61237,303,53.204601,301
53.61237,304,53.204601,302
53.668682,304,53.2141,302
53.668682,305,53.2141,303
53.668682,305,53.2141,303
53.668682,306,53.2141,304
53.706223,306,53.233097,304
53.706223,307,53.233097,305
53.715607,307,53.261589,305
53.715607,308,53.261589,306
53.809444,308,53.271088,306
53.809444,309,53.271088,307
53.809444,309,53.271088,307
53.809444,310,53.271088,308
53.828209,310,53.280586,308
53.828209,311,53.280586,309
53.884502,311,53.299583,309
53.884502,312,53.299583,310
53.959553,312,53.309082,310
53.959553,313,53.309082,311
53.99707,313,53.413582,311
53.99707,314,53.413582,312
53.99707,314,53.413582,312
53.99707,315,53.413582,313
54.006451,315,53.423084,313
54.006451,316,53.423084,314
54.015831,316,53.423084,314
54.015831,317,53.423084,315
54.081486,317,53.442085,315
54.081486,318,53.442085,316
54.259647,318,53.499096,316
54.259647,319,53.499096,317
54.269024,319,53.518101,317
54.269024,320,53.518101,318
54.306522,320,53.518101,318
54.306522,321,53.518101,319
54.36277,321,53.527603,319
54.36277,322,53.527603,320
54.390888,322,53.527603,320
54.390888,323,53.527603,321
54.456501,323,53.537106,321
54.456501,324,53.537106,322
54.484615,324,53.575119,322
54.484615,325,53.575119,323
54.67202,325,53.584621,323
54.67202,326,53.584621,324
54.681389,326,53.622639,324
54.681389,327,53.622639,325
54.72823,327,53.622639,325
54.72823,328,53.622639,326
54.756332,328,53.689171,326
54.756332,329,53.689171,327
54.775066,329,53.689171,327
54.775066,330,53.689171,328
54.775066,330,53.689171,328
54.775066,331,53.689171,329
54.803169,331,53.784233,329
54.803169,332,53.784233,330
54.812534,332,53.831768,330
54.812534,333,53.831768,331
54.859364,333,53.907833,331
54.859364,334,53.907833,332
54.906193,334,53.955379,332
54.906193,335,53.955379,333
54.981106,335,53.9744,333
54.981106,336,53.9744,334
55.037285,336,54.00293,334
55.037285,337,54.00293,335
55.046646,337,54.059994,335
55.046646,338,54.059994,336
55.112183,338,58.049175,336
55.112183,339,58.049175,337
55.158989,339,58.317356,337
55.158989,340,58.317356,338
55.215149,340,58.346096,338
55.215149,341,58.346096,339
56.187737,341,58.911613,339
56.187737,342,58.911613,340
56.421284,342,59.381687,340
